scnno,timestamp,value,lat,lon,bearinglookup,bearing
N96111C,2016-06-15 12:25:10,24,52.4155722162,-1.97058003081
N96111D,2016-06-15 12:25:10,80,52.4165429696,-1.96988835172
N96111P,2016-06-15 12:25:10,20,52.4173966327,-1.96837334175
N96131E,2016-06-15 12:25:10,25,52.4165249895,-1.96988836386
N96131S,2016-06-15 12:25:10,24,52.4176573676,-1.96846137673
N96131V,2016-06-15 12:25:10,33,52.4167950319,-1.97127026717
N96131Y,2016-06-15 12:25:10,80,52.4186195028,-1.9692252856
N96141B,2016-06-15 12:25:10,40,52.4181872926,-1.9666671746
N96141R,2016-06-15 12:25:10,17,52.4165339573,-1.96980014009
N96141Z,2016-06-15 12:25:10,80,52.4176126888,-1.96950534339
WMID-JTMSTL1,2016-06-15 12:30:00,33.27567,52.6360854732,-2.12501007453
WMID-JTMSTL10,2016-06-15 12:15:00,1.081108,52.5846822935,-2.11590465908
WMID-JTMSTL11,2016-06-15 12:30:00,25.41422,52.5846822935,-2.11590465908
WMID-JTMSTL12,2016-06-15 12:30:00,15.65478,52.5846822935,-2.11590465908
WMID-JTMSTL13,2016-06-15 12:30:00,24.78582,52.5846822935,-2.11590465908
WMID-JTMSTL14,2016-06-15 12:30:00,27.11212,52.5848005991,-2.11442905184
WMID-JTMSTL16,2016-06-15 11:15:01,3.32031,52.5829336851,-2.12048995269
WMID-JTMSTL17,2016-06-15 12:30:00,1.420529,52.5829336851,-2.12048995269
WMID-JTMSTL18,2016-06-15 12:30:00,7.57354,52.5829336851,-2.12048995269
WMID-JTMSTL19,2016-06-15 12:30:00,5.519563,52.5829336851,-2.12048995269
WMID-JTMSTL2,2016-06-15 12:30:00,41.37558,52.5902991167,-2.12642937795
WMID-JTMSTL20,2016-06-15 12:30:00,2.608589,52.5829336851,-2.12048995269
WMID-JTMSTL22,2016-06-15 12:30:00,33.13351,52.5480318198,-2.09452814447
WMID-JTMSTL23,2016-06-15 12:30:00,36.94276,52.5664356426,-2.12217074305
WMID-JTMSTL24,2016-06-15 12:30:00,22.21669,52.5793049679,-2.12607301982
WMID-JTMSTL25,2016-06-15 12:30:00,29.00908,52.5793049679,-2.12607301982
WMID-JTMSTL26,2016-06-15 12:10:00,8.098292,52.5793049679,-2.12607301982
WMID-JTMSTL27,2016-06-15 12:30:00,20.73834,52.5793049679,-2.12607301982
WMID-JTMSTL28,2016-06-15 12:30:00,26.28774,52.5793049679,-2.12607301982
WMID-JTMSTL29,2016-06-15 12:30:00,27.31459,52.5792068651,-2.12533487164
WMID-JTMSTL3,2016-06-15 12:30:00,10.2072,52.5902991167,-2.12642937795
WMID-JTMSTL30,2016-06-15 11:55:00,22.1203,52.5792068651,-2.12533487164
WMID-JTMSTL31,2016-06-15 12:30:00,34.86188,52.5849110649,-2.13732091978
WMID-JTMSTL32,2016-06-15 12:30:00,26.57663,52.5849110649,-2.13732091978
WMID-JTMSTL33,2016-06-15 12:10:00,12.41782,52.5849110649,-2.13732091978
WMID-JTMSTL34,2016-06-15 12:30:00,24.23649,52.5849110649,-2.13732091978
WMID-JTMSTL35,2016-06-15 12:30:00,21.8507,52.5849110649,-2.13732091978
WMID-JTMSTL36,2016-06-15 12:30:00,31.32983,52.5574281677,-2.16611547054
WMID-JTMSTL37,2016-06-15 12:30:00,16.11028,52.5799803064,-2.1332619044
WMID-JTMSTL38,2016-06-15 12:30:00,32.71503,52.5799803064,-2.1332619044
WMID-JTMSTL39,2016-06-15 11:30:02,1.81659,52.5799803064,-2.1332619044
WMID-JTMSTL4,2016-06-15 12:30:00,28.29499,52.5902991167,-2.12642937795
WMID-JTMSTL40,2016-06-15 12:30:00,1.053885,52.5799803064,-2.1332619044
WMID-JTMSTL41,2016-06-15 12:30:00,19.67638,52.5799803064,-2.1332619044
WMID-JTMSTL42,2016-06-15 12:30:00,32.53159,52.5793689014,-2.13334859104
WMID-JTMSTL5,2016-06-15 12:15:00,2.673716,52.5902991167,-2.12642937795
WMID-JTMSTL55,2016-06-15 12:30:00,24.54708,52.4741645857,-2.07832219659
WMID-JTMSTL56,2016-06-15 12:30:00,26.91418,52.4697849564,-2.09279955862
WMID-JTMSTL6,2016-06-15 12:30:00,12.70242,52.5902991167,-2.12642937795
WMID-JTMSTL60,2016-06-15 12:30:00,17.0767,52.5904828688,-1.98532851198
WMID-JTMSTL7,2016-06-15 12:30:00,34.46281,52.5902448461,-2.12673920309
WMID-JTMSTL8,2016-06-15 12:30:00,24.30498,52.5830106928,-2.06944017824
WMID-JTMSTL9,2016-06-15 12:30:00,4.260846,52.5846822935,-2.11590465908
WMTG-10751-4-Zone1,2016-06-15 12:25:00,42.71,52.4137694941,-1.53195947418
WMTG-A0418POLE14-Zone1,2016-06-15 12:20:00,49.88,52.5525511635,-2.09766453819
WMTG-A0418POLE14-Zone2,2016-06-15 12:20:00,69.29,52.5525511635,-2.09766453819
WMTG-A0418POLE19-Zone1,2016-06-15 12:10:00,36.25,52.5525699201,-2.09672068349
WMTG-A0418POLE19-Zone2,2016-06-15 12:10:00,36.1,52.5525699201,-2.09672068349
WMTG-A0541POLE1-Zone1,2016-06-15 07:45:00,59.15,52.5616005907,-2.06294512096
WMTG-A0541POLE1-Zone2,2016-06-15 07:45:00,31.18,52.5616005907,-2.06294512096,120,SE
WMTG-A0811POLE2-Zone1,2016-06-15 12:05:00,66.2,52.594837117,-2.11956310775
WMTG-C02911-TCAM2-Zone1,2016-06-15 12:25:00,62.18,52.4719844402,-2.08492823407
WMTG-C02911-TCAM3-Zone1,2016-06-15 12:25:00,37.19,52.4719844402,-2.08492823407
WMTG-C02911-TCAM4-Zone1,2016-06-15 12:25:00,43.71,52.4719844402,-2.08492823407
WMTG-C02921-TCAM1-Zone1,2016-06-15 12:25:00,47.18,52.4738398903,-2.07989687714
WMTG-C02921-TCAM2-Zone1,2016-06-15 12:25:00,47.43,52.4738398903,-2.07989687714
WMTG-D0212Pole2-Zone1,2016-06-15 12:25:00,34.6,52.5130537536,-2.06574879567
WMTG-D0212Pole2-Zone2,2016-06-15 12:25:00,34.29,52.5130537536,-2.06574879567
WMTG-D0212Pole8-Zone1,2016-06-15 12:25:00,48.4,52.5130537536,-2.06574879567
WMTG-D0212Pole8-Zone2,2016-06-15 12:25:00,38,52.5130537536,-2.06574879567
WMTG-D0219Pole12-Zone1,2016-06-15 12:25:00,38,52.5137204717,-2.06306795756
WMTG-D0219Pole12-Zone2,2016-06-15 12:25:00,64,52.5137204717,-2.06306795756
WMTG-D0219Pole25-Zone1,2016-06-15 12:25:00,29.85,52.5137204717,-2.06306795756
WMTG-D0219Pole25-Zone2,2016-06-15 12:25:00,34.93,52.5137204717,-2.06306795756
WMTG-D0411Pole4-Zone1,2016-06-15 12:25:00,39.36,52.4808403962,-2.16161522867
WMTG-D0511Pole1-Zone1,2016-06-15 12:25:00,31.73,52.4811761526,-2.12150691494
WMTG-D0511Pole1-Zone2,2016-06-15 12:25:00,52.43,52.4811761526,-2.12150691494
WMTG-D0514Pole14-Zone1,2016-06-15 12:25:00,31,52.4837836117,-2.12114598031
WMTG-D0514Pole2-Zone1,2016-06-15 12:25:00,37.71,52.4837836117,-2.12114598031
WMTG-D0548Pole12-Zone1,2016-06-15 12:25:00,27.63,52.4846828162,-2.12094229653
WMTG-D0548Pole2-Zone1,2016-06-15 12:25:00,21.03,52.4846828162,-2.12094229653
WMTG-E0749-Pole1-Zone1,2016-06-15 12:25:00,67.24,52.4687782532,-1.90689406753
WMTG-E0749-Pole3-Zone1,2016-06-15 12:25:00,70.56,52.4687782532,-1.90689406753
WMTG-E0749-Pole3-Zone2,2016-06-15 12:25:00,52.96,52.4687782532,-1.90689406753
WMTG-E0750-Pole3-Zone1,2016-06-15 12:25:00,87,52.4690209822,-1.9068935568
WMTG-E1116-Pole4-Zone1,2016-06-15 12:25:00,35,52.4695024738,-1.94337018693
WMTG-E2112-Pole4-Zone1,2016-06-15 12:25:00,39.44,52.4533161986,-1.78854270817
