,measurement_id,lon,lat,source,coords,Name,nodeId,wayId
752,N87111F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
753,N83221H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
754,N17111N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
755,N19141W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
756,N64151C,-1.824493402,52.56409485,Scoot,"(-1.8244934019999999, 52.564094849999996)",Fourlands Avenue,223312,2916390-0
757,N71162Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
758,N87111E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
759,N82161E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
760,N77121D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
761,N77121C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
762,N62131D,-1.896835991,52.52731239,Scoot,"(-1.8968359909999999, 52.527312389999999)",Aldridge Road,3799442357,26700671-2
763,N83221G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
764,N76131M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
765,N63111R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
766,N74131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
767,N74161R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
768,N74161T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
769,N74162D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
770,N77111S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
771,N63131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
772,N74171L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
773,N74181C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
774,N71171J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
775,N77111R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
776,N63131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
777,N62142K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
778,N71141Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
779,N54141N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
780,N71182F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
781,N82161A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
782,N75121W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
783,N74141T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
784,N71161B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
785,N64151A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
786,N63131D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
787,N54152T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
788,N17122K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
789,N71181B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
790,N83151M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
791,N75111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
792,N76131Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
793,N83161X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
794,N75111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
795,N82141P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
796,N65121F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
797,N65141K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
798,N82123L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
799,N81131N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
800,N64152S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
801,N54141L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
802,N82131A,-1.834696739,52.46322467,Scoot,"(-1.834696739, 52.463224670000002)",Coventry Road,210013,49302540-1
803,N21121P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
804,N14121E,-1.887925139,52.45494424,Scoot,"(-1.887925139, 52.454944240000003)",Cromer Road,3796972252,20343560-0
805,N46171F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
806,N25124D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
807,N13141T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
808,N16111X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
809,N24121K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
810,N36131L,-1.973345814,52.41275,Scoot,"(-1.973345814, 52.412750000000003)",West Boulevard,313887521,28576127-0
811,N16111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
812,N17111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
813,N38141T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
814,N13171A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
815,N14131S,-1.889652784,52.44667506,Scoot,"(-1.8896527840000001, 52.446675059999997)",Alcester Road,21295190,380954630-0
816,N24131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
817,N14122D,-1.886141507,52.45612023,Scoot,"(-1.8861415069999998, 52.456120230000003)",Moseley Road,3796965680,135646453-0
818,N14141L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
819,N22142L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
820,N21131D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
821,N51141D,-1.912563019,52.49031353,Scoot,"(-1.912563019, 52.490313530000002)",Vyse Street,3794160273,163778405-0
822,N14122C,-1.885578529,52.45757607,Scoot,"(-1.885578529, 52.457576070000002)",,,
823,N13171B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
824,N56121K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
825,N46133N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
826,N28111Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
827,N44212Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
828,N11111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
829,N21122F,-1.860079965,52.4465809,Scoot,"(-1.8600799649999999, 52.446580900000001)",Formans Road,324682,8066679-1
830,N52121I,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
831,N48111F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
832,N13191W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
833,N15111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
834,N22151B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
835,N16111W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
836,N17151U,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
837,N22151A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
838,N25111X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
839,N14121F,-1.885963756,52.45656956,Scoot,"(-1.885963756, 52.456569559999998)",Moseley Road,3796961608,380954632-0
840,N16111Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
841,N13161B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
842,N14121H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
843,N11111K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
844,N11112F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
845,N13121M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
846,N13111C,-1.884961451,52.46284361,Scoot,"(-1.8849614509999999, 52.46284361)",Belgrave Middleway,3796646953,35923065-0
847,N12141F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
848,N46171B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
849,N13131P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
850,N56111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
851,N17141Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
852,N13141X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
853,JTMS42,-1.795256022,52.45580925,Detector,"(-1.7952560219999998, 52.455809250000001)",New Coventry Road,252183394,23298068-0
854,N12121C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
855,N23122A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
856,N22171R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
857,N13131N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
858,N12133E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
859,N54131T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
860,N48121B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
861,N44161R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
862,N13192A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
863,N22121Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
864,N13211H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
865,N12141G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
866,N15111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
867,N17131W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
868,N54122X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
869,N57141B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
870,N17142X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
871,N24131D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
872,N13212K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
873,N17152T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
874,N25131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
875,N53151D,-1.895418505,52.49100987,Scoot,"(-1.8954185050000001, 52.491009869999999)",New Town Row,3704917066,366465275-0
876,N48141E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
877,N24121J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
878,N36111A,-1.973685335,52.41040367,Scoot,"(-1.9736853350000001, 52.410403670000001)",West Boulevard,313887521,28576127-0
879,N13182F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
880,N46111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
881,N48122L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
882,N11131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
883,N22161D,-1.892710168,52.43573701,Scoot,"(-1.892710168, 52.435737009999997)",Amesbury Road,249848007,23140063-0
884,N25111T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
885,N13211F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
886,N12112T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
887,N21121J,-1.859189401,52.44440427,Scoot,"(-1.8591894009999999, 52.44440427)",Solihull Road,1756192685,8030200-0
888,N57161A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
889,N48131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
890,N21121G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
891,N46133M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
892,N51131P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
893,N53211F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
894,N13141V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
895,N33142E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
896,N13212J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
897,N25121C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
898,N55113Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
899,N13191T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
900,N22121N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
901,N19141Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
902,N12111P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
903,N25123E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
904,N48111E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
905,N13131R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
906,N12111R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
907,N22161C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
908,N43122S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
909,N46151W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
910,N46141Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
911,N46133Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
912,N46133P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
913,N46132L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
914,N46111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
915,N46111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
916,N44131E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
917,N44122T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
918,JTMS39,-1.895652726,52.49785142,Detector,"(-1.895652726, 52.497851420000003)",High Street,209813,339393130-2
919,N44122S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
920,N43191Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
921,N43181A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
922,N43171K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
923,N46171A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
924,N43121T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
925,N43111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
926,N42113H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
927,N43141V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
928,N42111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
929,N42111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
930,N44111A,-1.922609517,52.4721518,Scoot,"(-1.9226095169999999, 52.472151799999992)",Hagley Road,3797856851,4316057-1
931,N21131Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
932,N43151N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
933,N44141F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
934,N43211Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
935,JTMS69,-1.899647365,52.47066924,Detector,"(-1.8996473650000001, 52.470669239999999)",,,
936,N36141Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
937,N51141A,-1.911881719,52.49223688,Scoot,"(-1.9118817190000001, 52.49223688)",Hockley Flyover,3794163761,376521239-0
938,N54131R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
939,N54141M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
940,N54162V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
941,N54112J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
942,N53211G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
943,N53211B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
944,N53211A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
945,N53181X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
946,N53163Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
947,N53161M,-1.898844065,52.4936379,Scoot,"(-1.898844065, 52.493637899999996)",Summer Lane,3718381808,367964186-1
948,N53141R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
949,N55111S,-1.948368568,52.51311496,Scoot,"(-1.948368568, 52.513114960000003)",Sandwell Road,3859263620,26730357-2
950,N55112T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
951,N51141B,-1.910232511,52.49206483,Scoot,"(-1.910232511, 52.492064829999997)",Well Street,3794144524,8002097-0
952,N51131S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
953,N55121A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
954,N55131J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
955,N48161K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
956,N56111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
957,N57161B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
958,N48122J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
959,N57171R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
960,N48121C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
961,N48121A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
962,N46171E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
963,N46171D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
964,N46171C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
965,N43191R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
966,N48121F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
967,N33111R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
968,N57161D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
969,N32111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
970,N28111Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
971,N28111X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
972,N25142R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
973,N25141P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
974,N47111M,-1.914327787,52.47641635,Scoot,"(-1.9143277869999999, 52.476416350000001)",,,
975,N25141N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
976,N34111H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
977,JTMS41,-1.760889508,52.45120489,Detector,"(-1.7608895080000002, 52.45120489)",Rectory Park Road,146326756,14814983-1
978,N25131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
979,N48122K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
980,N43141Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
981,N25112A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
982,N34121E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
983,N36131R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
984,N24131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
985,N36121M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
986,N34182C,-1.948860592,52.4315222,Scoot,"(-1.9488605919999999, 52.431522200000003)",Bourn Brook Walkway,1681410498,155778737-0
987,N53211C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
988,N22111H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
989,N38131D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
990,N34131F,-1.939864459,52.43859314,Scoot,"(-1.939864459, 52.438593140000002)",Bourn Brook Walkway,1681410529,155778737-0
991,N47111J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
992,N34162E,-1.945605833,52.43503586,Scoot,"(-1.9456058330000001, 52.435035859999999)",Bourn Brook Walkway,1681410498,155778737-0
993,N46151V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
994,N36121Z,-1.973301472,52.41314555,Scoot,"(-1.9733014719999999, 52.413145550000003)",West Boulevard,313887521,28576127-0
995,N55121B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
996,JTMS61,-1.87798792,52.46709789,Detector,"(-1.87798792, 52.467097889999998)",Stratford Road,1574348864,42783865-0
997,N33112Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
998,N34152S,-1.939952064,52.43907865,Scoot,"(-1.9399520640000001, 52.439078649999999)",Bourn Brook Walkway,1681410529,155778737-0
999,N38141S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1000,N34151X,-1.939805898,52.43838634,Scoot,"(-1.9398058980000001, 52.438386340000001)",Bourn Brook Walkway,1681410529,155778737-0
1001,N43171J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1002,N34131E,-1.939864423,52.43862011,Scoot,"(-1.9398644230000002, 52.438620110000002)",Bourn Brook Walkway,1681410529,155778737-0
1003,N33151M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1004,N55113X,-1.947571911,52.51392371,Scoot,"(-1.947571911, 52.51392371)",Sandwell Road,3798336611,382705312-0
1005,N48153J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1006,JTMS52,-1.901069354,52.48649277,Detector,"(-1.9010693540000001, 52.486492769999998)",Summer Lane,1831042679,23167225-1
1007,N81182X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1008,JTMS56,-1.922211737,52.47232235,Detector,"(-1.9222117369999998, 52.472322349999999)",Hagley Road,221748,4316057-0
1009,JTMS62,-1.866566199,52.45706174,Detector,"(-1.866566199, 52.45706174)",Medlicott Road,1947581782,121006258-4
1010,JTMS40,-1.925263167,52.53964982,Detector,"(-1.9252631669999998, 52.539649820000001)",Walsall Road,246646485,143628967-4
1011,N35121H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1012,N34181B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1013,WMID-JTMS8,-2.070016284,52.58333399,Detector,"(-2.0700162840000003, 52.58333399)",Heath Lane,256509294,148859034-0
1014,JTMS37,-1.908051685,52.52797787,Detector,"(-1.908051685, 52.527977870000001)",Walsall Road,3798001596,381223615-1
1015,JTMS65,-1.921820581,52.48541148,Detector,"(-1.921820581, 52.485411480000003)",Ellen Street,18403241,27622937-0
1016,WMID-JTMS7,-2.114429056,52.58480061,Detector,"(-2.1144290560000001, 52.584800610000002)",Heath Lane,256509294,148859034-0
1017,WMID-JTMS6,-2.115904663,52.5846823,Detector,"(-2.1159046630000002, 52.584682299999997)",Heath Lane,256509294,148859034-0
